joint_data_pelvis_tx,joint_data_pelvis_ty,joint_data_pelvis_tilt,joint_data_hip_flexion_r,joint_data_knee_r_translation1,joint_data_knee_r_translation2,joint_data_knee_angle_r,joint_data_ankle_angle_r,joint_data_mtp_angle_r,joint_data_hamstrings_r_semimem_r-P2_x,joint_data_hamstrings_r_semimem_r-P2_y,joint_data_rect_fem_r_rect_fem_r-P3_x,joint_data_rect_fem_r_rect_fem_r-P3_y,joint_data_vasti_r_vas_int_r-P4_x,joint_data_vasti_r_vas_int_r-P4_y,joint_data_gastroc_r_med_gas_r-P2_x,joint_data_gastroc_r_med_gas_r-P2_y,joint_data_gastroc_r_med_gas_r-P2_z,joint_data_hip_flexion_l,joint_data_knee_l_translation1,joint_data_knee_l_translation2,joint_data_knee_angle_l,joint_data_ankle_angle_l,joint_data_mtp_angle_l,joint_data_hamstrings_l_semimem_l-P2_x,joint_data_hamstrings_l_semimem_l-P2_y,joint_data_rect_fem_l_rect_fem_l-P3_x,joint_data_rect_fem_l_rect_fem_l-P3_y,joint_data_vasti_l_vas_int_l-P4_x,joint_data_vasti_l_vas_int_l-P4_y,joint_data_gastroc_l_med_gas_l-P2_x,joint_data_gastroc_l_med_gas_l-P2_y,joint_data_gastroc_l_med_gas_l-P2_z,joint_data_r_shoulder_abd,joint_data_r_shoulder_rot,joint_data_r_shoulder_flex,joint_data_r_elbow_flex,joint_data_r_wrist_rot,joint_data_r_wrist_flex,joint_data_r_wrist_dev,joint_data_l_shoulder_abd,joint_data_l_shoulder_rot,joint_data_l_shoulder_flex,joint_data_l_elbow_flex,joint_data_l_wrist_rot,joint_data_l_wrist_flex,joint_data_l_wrist_dev,joint_data_iliopsoas_r_psoas_r-P3_x,joint_data_iliopsoas_r_psoas_r-P3_y,joint_data_iliopsoas_r_psoas_r-P3_z,joint_data_iliopsoas_l_psoas_l-P3_x,joint_data_iliopsoas_l_psoas_l-P3_y,joint_data_iliopsoas_l_psoas_l-P3_z,sensor_data_r_foot,sensor_data_r_toes,sensor_data_l_foot,sensor_data_l_toes,sensor_data_r_knee_sensor,sensor_data_l_knee_sensor,sensor_data_r_hip_sensor,sensor_data_l_hip_sensor,sensor_data_r_ankle_sensor,sensor_data_l_ankle_sensor,sensor_data_r_mtp_sensor,sensor_data_l_mtp_sensor,time
[11.9545],[0.9781],[0.1729],[-0.3552],[-0.0039],[-0.3942],[0.014],[0.0963],[0.6282],[-0.0294],[-0.0353],[0.0539],[0.0403],[0.0545],[0.0354],[-0.0252],[-0.3992],[-0.0247],[-0.3618],[-0.0037],[-0.3931],[-0.0155],[-0.309],[0.4304],[-0.0282],[-0.0358],[0.0526],[0.04],[0.0525],[0.0373],[-0.0221],[-0.3997],[0.0237],[0.1189],[8.0905e-05],[-0.0001],[0.0003],[2.3091e-05],[-0.0001],[7.1954e-05],[0.1067],[0.0002],[9.8958e-05],[0.0004],[5.3748e-05],[-4.898e-05],[7.1892e-05],[-0.0379],[-0.0731],[0.0793],[-0.0319],[-0.0795],[-0.0812],[0.],[0.],[0.],[0.],[25.1833],[0.],[91.6691],[184.9409],[0.],[0.],[0.7338],[0.],26.88160088938299
[11.9724],[0.9891],[0.19],[-0.3552],[-0.0038],[-0.3943],[0.0093],[-0.137],[0.6328],[-0.0299],[-0.0355],[0.0537],[0.0407],[0.0546],[0.034],[-0.0255],[-0.3991],[-0.0248],[-0.362],[-0.0032],[-0.3938],[-0.0819],[-0.2555],[0.5431],[-0.0293],[-0.0364],[0.0493],[0.0438],[0.0498],[0.0379],[-0.0231],[-0.4002],[0.0239],[0.1189],[8.0872e-05],[-0.0001],[0.0003],[2.3093e-05],[-0.0001],[7.1984e-05],[0.1067],[0.0002],[9.8428e-05],[0.0004],[5.3757e-05],[-4.8978e-05],[7.1921e-05],[-0.0379],[-0.0731],[0.0793],[-0.0328],[-0.0787],[-0.081],[0.],[0.],[0.],[0.],[22.9802],[0.],[81.6831],[185.4901],[0.],[0.],[1.4742],[0.3786],26.914952751528627
[11.9891],[0.9886],[0.2022],[-0.3548],[-0.0038],[-0.3944],[0.0076],[-0.3249],[0.6545],[-0.0305],[-0.0355],[0.0535],[0.041],[0.0549],[0.0328],[-0.0253],[-0.3992],[-0.0247],[-0.3629],[-0.0032],[-0.3942],[-0.0963],[-0.0187],[0.5741],[-0.0303],[-0.0364],[0.0481],[0.0455],[0.048],[0.0433],[-0.0236],[-0.4005],[0.024],[0.1189],[8.0691e-05],[-0.0001],[0.0003],[2.3114e-05],[-0.0001],[7.2178e-05],[0.1067],[0.0002],[9.517e-05],[0.0004],[5.3821e-05],[-4.8976e-05],[7.2113e-05],[-0.0372],[-0.0738],[0.0795],[-0.0339],[-0.0778],[-0.0807],[0.],[0.],[0.],[0.],[29.6015],[0.],[83.6538],[200.2783],[0.],[0.],[1.4436],[0.7231],26.948304613674264
[12.0036],[0.9775],[0.2048],[-0.3548],[-0.0037],[-0.3944],[-0.0171],[-0.335],[0.6478],[-0.0308],[-0.0357],[0.0524],[0.0417],[0.0532],[0.0357],[-0.0253],[-0.3994],[-0.0247],[-0.3616],[-0.0037],[-0.3941],[-0.0143],[0.2438],[0.5892],[-0.031],[-0.0356],[0.0522],[0.0427],[0.0515],[0.0434],[-0.023],[-0.4001],[0.0239],[0.1189],[8.0389e-05],[-0.0001],[0.0003],[2.3163e-05],[-0.0001],[7.2589e-05],[0.1067],[0.0002],[8.9074e-05],[0.0004],[5.3963e-05],[-4.899e-05],[7.2522e-05],[-0.0365],[-0.0746],[0.0797],[-0.034],[-0.0777],[-0.0806],[0.],[0.],[0.],[0.],[0.],[0.],[106.0342],[100.2075],[0.],[0.],[0.6508],[0.7785],26.9816564758199
[12.0157],[0.9596],[0.1969],[-0.3556],[-0.0034],[-0.3945],[-0.0678],[-0.1362],[0.618],[-0.0312],[-0.0362],[0.0499],[0.0441],[0.0504],[0.0384],[-0.0254],[-0.3998],[-0.0247],[-0.3397],[-0.004],[-0.3941],[0.0364],[0.2975],[0.5872],[-0.0302],[-0.035],[0.055],[0.039],[0.0538],[0.0411],[-0.0226],[-0.3997],[0.0239],[0.1189],[8.0412e-05],[-0.0001],[0.0003],[2.3179e-05],[-0.0001],[7.2653e-05],[0.1067],[0.0002],[8.8716e-05],[0.0004],[5.4002e-05],[-4.9019e-05],[7.2585e-05],[-0.0369],[-0.0744],[0.0797],[-0.0332],[-0.0782],[-0.0808],[0.],[0.],[0.],[0.],[0.],[70.0196],[86.7096],[0.],[0.],[0.],[0.8364],[0.4046],27.015008337965536
[12.0303],[0.9357],[0.1966],[-0.3555],[-0.0029],[-0.3948],[-0.141],[0.0702],[0.5974],[-0.0308],[-0.0367],[0.0461],[0.0471],[0.0466],[0.0415],[-0.0258],[-0.4003],[-0.0247],[-0.3502],[-0.0039],[-0.394],[0.0243],[-0.0525],[0.5471],[-0.0274],[-0.0351],[0.0545],[0.0394],[0.0533],[0.0413],[-0.0235],[-0.3995],[0.0242],[0.1189],[8.0958e-05],[-0.0001],[0.0003],[2.3139e-05],[-0.0001],[7.2276e-05],[0.1067],[0.0002],[9.7293e-05],[0.0004],[5.3866e-05],[-4.9043e-05],[7.2211e-05],[-0.0373],[-0.074],[0.0795],[-0.0325],[-0.0789],[-0.081],[0.],[70.0382],[0.],[81.8661],[0.],[0.],[10.3833],[217.1609],[0.],[0.],[0.],[0.],27.048360200111173
[12.0426],[0.9153],[0.1861],[-0.3496],[-0.0026],[-0.3949],[-0.1867],[0.2424],[0.5099],[-0.0308],[-0.0371],[0.0431],[0.0495],[0.0442],[0.0428],[-0.0261],[-0.4006],[-0.0247],[-0.3657],[-0.004],[-0.3932],[0.0139],[0.1017],[0.3531],[-0.028],[-0.0355],[0.0542],[0.0393],[0.0529],[0.0415],[-0.0199],[-0.4004],[0.0231],[0.1189],[8.0518e-05],[-0.0001],[0.0003],[2.3297e-05],[-0.0001],[7.3224e-05],[0.1067],[0.0002],[8.4989e-05],[0.0004],[5.4293e-05],[-4.9209e-05],[7.3154e-05],[-0.037],[-0.0742],[0.0796],[-0.0321],[-0.0793],[-0.0811],[0.],[65.4886],[0.],[55.2514],[0.],[102.6111],[2.5337],[219.372],[0.],[0.],[0.],[0.],27.08171206225681
[12.0529],[0.9171],[0.1678],[-0.3493],[-0.0028],[-0.3949],[-0.1472],[0.311],[0.5648],[-0.031],[-0.0366],[0.045],[0.0485],[0.0462],[0.0405],[-0.0259],[-0.4003],[-0.0247],[-0.3642],[-0.004],[-0.3925],[0.0234],[0.1129],[0.2731],[-0.0276],[-0.0354],[0.0544],[0.0386],[0.0534],[0.0398],[-0.0204],[-0.3997],[0.0233],[0.1189],[8.0674e-05],[-0.0001],[0.0003],[2.3376e-05],[-0.0001],[7.3431e-05],[0.1066],[0.0002],[8.4043e-05],[0.0004],[5.4483e-05],[-4.9374e-05],[7.3362e-05],[-0.0377],[-0.0735],[0.0794],[-0.0318],[-0.0795],[-0.0812],[0.],[0.],[0.],[0.4491],[0.],[129.9716],[4.0393],[141.9022],[0.],[0.],[0.5921],[0.],27.115063924402445
[12.0653],[0.934],[0.1602],[-0.3505],[-0.0033],[-0.3945],[-0.077],[0.3707],[0.6096],[-0.0291],[-0.0356],[0.0492],[0.0449],[0.0498],[0.0387],[-0.0255],[-0.3999],[-0.0247],[-0.3617],[-0.004],[-0.3923],[0.0265],[-0.0213],[0.2748],[-0.0276],[-0.0355],[0.0544],[0.0383],[0.0538],[0.0386],[-0.0205],[-0.3995],[0.0234],[0.1189],[8.1035e-05],[-0.0001],[0.0003],[2.3399e-05],[-0.0001],[7.3274e-05],[0.1066],[0.0002],[8.8072e-05],[0.0004],[5.4523e-05],[-4.9494e-05],[7.3208e-05],[-0.038],[-0.0732],[0.0793],[-0.0316],[-0.0797],[-0.0813],[0.],[0.],[0.],[0.],[0.],[83.7354],[34.7146],[178.7593],[5.3393],[0.],[1.1387],[0.],27.14841578654808
[12.0802],[0.958],[0.1645],[-0.3528],[-0.0037],[-0.3942],[-0.0185],[0.368],[0.6244],[-0.0293],[-0.0354],[0.0523],[0.0421],[0.0527],[0.0376],[-0.0251],[-0.3995],[-0.0246],[-0.3618],[-0.0039],[-0.3925],[0.02],[-0.2053],[0.3222],[-0.0276],[-0.0356],[0.0542],[0.0385],[0.0537],[0.0378],[-0.0211],[-0.3994],[0.0235],[0.1189],[8.1242e-05],[-0.0001],[0.0003],[2.3418e-05],[-0.0001],[7.3197e-05],[0.1066],[0.0002],[9.0204e-05],[0.0004],[5.4559e-05],[-4.9572e-05],[7.3133e-05],[-0.038],[-0.073],[0.0792],[-0.0316],[-0.0797],[-0.0813],[0.],[0.],[0.],[10.9835],[0.],[46.5042],[100.0934],[188.4564],[0.7279],[0.],[0.8373],[0.],27.181767648693718
[12.097],[0.9788],[0.1773],[-0.3542],[-0.0039],[-0.3942],[0.0178],[0.0522],[0.6233],[-0.0293],[-0.0353],[0.0541],[0.0401],[0.0545],[0.0359],[-0.0252],[-0.3991],[-0.0247],[-0.362],[-0.0036],[-0.3931],[-0.019],[-0.3048],[0.4503],[-0.0283],[-0.0359],[0.0524],[0.0402],[0.0523],[0.0374],[-0.0222],[-0.3997],[0.0238],[0.1189],[8.1493e-05],[-0.0001],[0.0003],[2.339e-05],[-0.0001],[7.2927e-05],[0.1066],[0.0002],[9.471e-05],[0.0004],[5.4473e-05],[-4.9578e-05],[7.2865e-05],[-0.0378],[-0.0731],[0.0793],[-0.0316],[-0.0797],[-0.0813],[0.],[0.],[0.],[0.],[29.2256],[0.],[87.9464],[189.207],[0.],[0.],[0.6587],[0.],27.215119510839354
[12.1149],[0.9888],[0.1952],[-0.3548],[-0.0038],[-0.3943],[0.0115],[-0.1807],[0.6259],[-0.0298],[-0.0355],[0.0538],[0.0406],[0.0545],[0.0346],[-0.0256],[-0.399],[-0.0248],[-0.3622],[-0.0032],[-0.3939],[-0.0864],[-0.2225],[0.5515],[-0.0294],[-0.0364],[0.049],[0.0441],[0.0495],[0.0382],[-0.0232],[-0.4003],[0.0239],[0.1189],[8.1444e-05],[-0.0001],[0.0003],[2.3394e-05],[-0.0001],[7.2972e-05],[0.1066],[0.0002],[9.3896e-05],[0.0004],[5.4487e-05],[-4.9576e-05],[7.291e-05],[-0.0379],[-0.0731],[0.0793],[-0.0329],[-0.0787],[-0.081],[0.],[0.],[0.],[0.],[23.8838],[0.],[81.1059],[186.9006],[0.],[0.],[1.4467],[0.4959],27.24847137298499
[12.1315],[0.9873],[0.2074],[-0.3545],[-0.0038],[-0.3944],[0.0086],[-0.3598],[0.6474],[-0.0305],[-0.0355],[0.0536],[0.0409],[0.0547],[0.0335],[-0.0254],[-0.3991],[-0.0248],[-0.3631],[-0.0032],[-0.3942],[-0.0914],[0.0168],[0.5804],[-0.0304],[-0.0364],[0.0484],[0.0455],[0.048],[0.0443],[-0.0235],[-0.4004],[0.0239],[0.1189],[8.124e-05],[-0.0001],[0.0003],[2.3418e-05],[-0.0001],[7.3191e-05],[0.1066],[0.0002],[9.0218e-05],[0.0004],[5.456e-05],[-4.9574e-05],[7.3126e-05],[-0.0372],[-0.0738],[0.0795],[-0.0336],[-0.078],[-0.0807],[0.],[0.],[0.],[0.],[31.7823],[0.],[78.6418],[200.1641],[0.],[0.],[1.3174],[0.7496],27.281823235130627
[12.1454],[0.9757],[0.2076],[-0.3553],[-0.0037],[-0.3944],[-0.0263],[-0.3052],[0.633],[-0.0309],[-0.0358],[0.052],[0.0423],[0.0524],[0.0372],[-0.0254],[-0.3995],[-0.0247],[-0.3612],[-0.0038],[-0.3941],[0.006],[0.2643],[0.5929],[-0.031],[-0.0354],[0.0532],[0.0419],[0.0525],[0.0427],[-0.0229],[-0.3999],[0.0239],[0.1189],[8.0879e-05],[-0.0001],[0.0003],[2.3479e-05],[-0.0001],[7.3691e-05],[0.1066],[0.0002],[8.2847e-05],[0.0004],[5.4735e-05],[-4.9595e-05],[7.3623e-05],[-0.0365],[-0.0746],[0.0797],[-0.0335],[-0.0781],[-0.0808],[0.],[0.],[0.],[0.],[0.],[86.8689],[112.7409],[0.],[0.],[0.],[0.6363],[0.3209],27.315175097276263
[12.1574],[0.9579],[0.1993],[-0.3559],[-0.0034],[-0.3945],[-0.0751],[-0.1119],[0.6077],[-0.0313],[-0.0362],[0.0495],[0.0444],[0.0498],[0.04],[-0.0255],[-0.3998],[-0.0247],[-0.3385],[-0.004],[-0.3941],[0.0345],[0.3297],[0.5834],[-0.0295],[-0.035],[0.0549],[0.0391],[0.0538],[0.0411],[-0.0227],[-0.3996],[0.024],[0.1189],[8.1041e-05],[-0.0001],[0.0003],[2.348e-05],[-0.0001],[7.3632e-05],[0.1066],[0.0002],[8.488e-05],[0.0004],[5.4728e-05],[-4.9624e-05],[7.3564e-05],[-0.037],[-0.0743],[0.0796],[-0.0328],[-0.0786],[-0.0809],[0.],[0.],[0.],[0.],[0.],[65.5436],[88.038],[0.],[0.],[0.],[0.801],[0.321],27.3485269594219
[12.172],[0.9344],[0.1992],[-0.3551],[-0.0029],[-0.3948],[-0.1489],[0.0854],[0.5862],[-0.0306],[-0.0367],[0.0457],[0.0474],[0.0464],[0.0411],[-0.0259],[-0.4003],[-0.0247],[-0.3562],[-0.0039],[-0.394],[0.0194],[-0.0447],[0.544],[-0.0276],[-0.0352],[0.0544],[0.0394],[0.0531],[0.0413],[-0.0236],[-0.3995],[0.0242],[0.1189],[8.1339e-05],[-0.0001],[0.0003],[2.3468e-05],[-0.0001],[7.3486e-05],[0.1066],[0.0002],[8.9103e-05],[0.0004],[5.468e-05],[-4.9651e-05],[7.342e-05],[-0.0372],[-0.0741],[0.0796],[-0.0322],[-0.0791],[-0.0811],[0.],[95.6412],[0.],[43.673],[0.],[0.],[11.5409],[213.4402],[0.],[0.],[0.],[0.],27.381878821567536
[12.184],[0.9187],[0.1863],[-0.3504],[-0.0026],[-0.3949],[-0.1798],[0.224],[0.5152],[-0.0307],[-0.037],[0.0435],[0.0493],[0.045],[0.0408],[-0.026],[-0.4006],[-0.0247],[-0.366],[-0.0039],[-0.3931],[0.0081],[0.0804],[0.4189],[-0.028],[-0.0355],[0.054],[0.0393],[0.0526],[0.0416],[-0.0199],[-0.4005],[0.0231],[0.1189],[8.1169e-05],[-9.9604e-05],[0.0004],[2.361e-05],[-0.0001],[7.4264e-05],[0.1066],[0.0002],[8.091e-05],[0.0004],[5.5047e-05],[-4.9834e-05],[7.4193e-05],[-0.0369],[-0.0743],[0.0796],[-0.0319],[-0.0794],[-0.0812],[0.],[52.8761],[0.],[171.9182],[0.],[96.7632],[0.],[214.3268],[0.],[0.],[0.],[0.],27.415230683713173
[12.1946],[0.9234],[0.1684],[-0.3459],[-0.0028],[-0.3949],[-0.1388],[0.298],[0.5881],[-0.0307],[-0.0365],[0.0456],[0.048],[0.0471],[0.0383],[-0.0258],[-0.4003],[-0.0247],[-0.364],[-0.004],[-0.3924],[0.0206],[0.0612],[0.379],[-0.0276],[-0.0355],[0.0542],[0.0387],[0.0533],[0.0398],[-0.0205],[-0.3998],[0.0234],[0.1188],[8.1356e-05],[-9.9562e-05],[0.0004],[2.3678e-05],[-0.0001],[7.4406e-05],[0.1066],[0.0002],[8.0782e-05],[0.0004],[5.521e-05],[-4.999e-05],[7.4336e-05],[-0.0378],[-0.0735],[0.0794],[-0.0317],[-0.0796],[-0.0812],[0.],[0.],[0.],[0.],[0.],[120.9753],[0.],[148.4224],[0.],[0.],[0.8305],[0.],27.44858254585881
[12.2077],[0.9412],[0.1626],[-0.3547],[-0.0034],[-0.3944],[-0.0542],[0.3651],[0.6181],[-0.029],[-0.0355],[0.0504],[0.0439],[0.0511],[0.0375],[-0.0253],[-0.3998],[-0.0246],[-0.3624],[-0.004],[-0.3923],[0.023],[-0.0787],[0.383],[-0.0276],[-0.0355],[0.0543],[0.0384],[0.0536],[0.0387],[-0.0206],[-0.3995],[0.0234],[0.1188],[8.1726e-05],[-0.0001],[0.0004],[2.3696e-05],[-0.0001],[7.4236e-05],[0.1066],[0.0002],[8.511e-05],[0.0004],[5.5235e-05],[-5.01e-05],[7.4169e-05],[-0.038],[-0.0731],[0.0793],[-0.0316],[-0.0797],[-0.0813],[0.],[0.],[0.],[0.],[0.],[73.6244],[67.7301],[179.1046],[3.7946],[0.],[1.1271],[0.],27.481934408004445
[12.2228],[0.964],[0.1664],[-0.3557],[-0.0038],[-0.3941],[-6.8238e-05],[0.3635],[0.6245],[-0.0291],[-0.0353],[0.0532],[0.0412],[0.0536],[0.0371],[-0.025],[-0.3994],[-0.0246],[-0.362],[-0.0039],[-0.3926],[0.0166],[-0.2501],[0.454],[-0.0277],[-0.0356],[0.0541],[0.0386],[0.0536],[0.0379],[-0.0214],[-0.3995],[0.0236],[0.1188],[8.1887e-05],[-0.0001],[0.0004],[2.3712e-05],[-0.0001],[7.4177e-05],[0.1066],[0.0002],[8.6725e-05],[0.0004],[5.5266e-05],[-5.0164e-05],[7.4112e-05],[-0.0381],[-0.073],[0.0792],[-0.0317],[-0.0797],[-0.0813],[0.],[0.],[0.],[0.],[0.],[35.8747],[103.4512],[186.1482],[0.],[0.],[0.8612],[0.],27.51528627015008
[12.2399],[0.9821],[0.1794],[-0.3551],[-0.0039],[-0.3942],[0.0144],[0.0536],[0.6219],[-0.0293],[-0.0354],[0.054],[0.0402],[0.0544],[0.0359],[-0.0252],[-0.3992],[-0.0247],[-0.3621],[-0.0036],[-0.3933],[-0.0252],[-0.3286],[0.5619],[-0.0284],[-0.0359],[0.0522],[0.0404],[0.0521],[0.0375],[-0.0225],[-0.3998],[0.0239],[0.1188],[8.2137e-05],[-0.0001],[0.0003],[2.3684e-05],[-0.0001],[7.3911e-05],[0.1066],[0.0002],[9.1216e-05],[0.0004],[5.518e-05],[-5.0168e-05],[7.3848e-05],[-0.0378],[-0.0731],[0.0793],[-0.0317],[-0.0796],[-0.0812],[0.],[0.],[0.],[0.],[23.6536],[0.],[94.8772],[188.165],[0.],[0.],[0.7216],[0.6265],27.548638132295718
[12.2576],[0.9892],[0.1951],[-0.3553],[-0.0038],[-0.3943],[0.0089],[-0.1651],[0.6295],[-0.0299],[-0.0355],[0.0536],[0.0407],[0.0545],[0.0345],[-0.0255],[-0.3991],[-0.0248],[-0.3622],[-0.0032],[-0.3939],[-0.0852],[-0.2068],[0.604],[-0.0295],[-0.0364],[0.0491],[0.0442],[0.0496],[0.0382],[-0.0234],[-0.4003],[0.024],[0.1188],[8.2062e-05],[-0.0001],[0.0003],[2.3691e-05],[-0.0001],[7.3985e-05],[0.1066],[0.0002],[8.9929e-05],[0.0004],[5.5203e-05],[-5.0165e-05],[7.3921e-05],[-0.0378],[-0.0732],[0.0793],[-0.0332],[-0.0785],[-0.0809],[0.],[0.],[0.],[0.],[23.5767],[0.],[81.0894],[186.3911],[0.],[0.],[1.534],[0.9722],27.581989994441354
[12.2739],[0.9847],[0.2051],[-0.3547],[-0.0038],[-0.3944],[0.0075],[-0.3362],[0.6552],[-0.0304],[-0.0355],[0.0535],[0.0409],[0.0547],[0.0333],[-0.0252],[-0.3993],[-0.0247],[-0.3628],[-0.0033],[-0.3942],[-0.0815],[0.0636],[0.6104],[-0.0304],[-0.0363],[0.0488],[0.0451],[0.0486],[0.0435],[-0.0236],[-0.4004],[0.024],[0.1188],[8.187e-05],[-0.0001],[0.0004],[2.3713e-05],[-0.0001],[7.4189e-05],[0.1066],[0.0002],[8.6472e-05],[0.0004],[5.5272e-05],[-5.0164e-05],[7.4124e-05],[-0.0371],[-0.0739],[0.0795],[-0.0341],[-0.0777],[-0.0806],[0.],[0.],[0.],[0.],[30.4816],[0.],[79.5668],[191.0514],[0.],[0.],[1.394],[0.9035],27.61534185658699
[12.2877],[0.9703],[0.2035],[-0.3552],[-0.0037],[-0.3944],[-0.0284],[-0.2651],[0.6414],[-0.0307],[-0.0358],[0.0519],[0.0423],[0.0525],[0.0366],[-0.025],[-0.3996],[-0.0246],[-0.3592],[-0.0039],[-0.3941],[0.0192],[0.3087],[0.609],[-0.0311],[-0.0353],[0.0539],[0.0411],[0.0532],[0.042],[-0.0229],[-0.3998],[0.0239],[0.1188],[8.1527e-05],[-9.846e-05],[0.0004],[2.377e-05],[-0.0001],[7.4641e-05],[0.1066],[0.0002],[7.9578e-05],[0.0004],[5.5435e-05],[-5.0184e-05],[7.4572e-05],[-0.0364],[-0.0747],[0.0798],[-0.0338],[-0.0778],[-0.0807],[0.],[0.],[0.],[0.],[0.],[74.8794],[108.3495],[0.],[0.],[0.],[0.7256],[0.5936],27.64869371873263
[12.2999],[0.9498],[0.1954],[-0.3557],[-0.0033],[-0.3946],[-0.0812],[-0.0513],[0.6167],[-0.0312],[-0.0363],[0.0493],[0.0446],[0.0497],[0.0393],[-0.0251],[-0.4],[-0.0246],[-0.3342],[-0.004],[-0.3941],[0.0321],[0.2601],[0.6005],[-0.0294],[-0.035],[0.0548],[0.0392],[0.0536],[0.0415],[-0.0227],[-0.3997],[0.024],[0.1188],[8.1705e-05],[-0.0001],[0.0004],[2.377e-05],[-0.0001],[7.4584e-05],[0.1066],[0.0002],[8.1808e-05],[0.0004],[5.5425e-05],[-5.0213e-05],[7.4516e-05],[-0.0369],[-0.0744],[0.0797],[-0.0329],[-0.0784],[-0.0809],[0.],[0.],[0.],[0.],[0.],[62.0283],[82.6298],[0.],[0.],[0.],[0.9114],[0.3809],27.682045580878267
[12.3151],[0.9242],[0.1963],[-0.3549],[-0.0028],[-0.3948],[-0.158],[0.1738],[0.5264],[-0.031],[-0.0369],[0.0452],[0.0478],[0.0462],[0.0405],[-0.0256],[-0.4005],[-0.0247],[-0.3559],[-0.004],[-0.3938],[0.0217],[0.0055],[0.5129],[-0.0275],[-0.0353],[0.0547],[0.039],[0.0532],[0.0414],[-0.023],[-0.3996],[0.024],[0.1188],[8.2076e-05],[-0.0001],[0.0004],[2.3764e-05],[-0.0001],[7.4419e-05],[0.1066],[0.0002],[8.68e-05],[0.0004],[5.5385e-05],[-5.0263e-05],[7.4352e-05],[-0.0372],[-0.0741],[0.0796],[-0.0323],[-0.0791],[-0.0811],[0.],[118.2825],[0.],[555.5136],[0.],[1.1481],[0.],[298.6622],[0.],[0.],[0.],[0.],27.715397443023903
[12.3266],[0.9087],[0.1834],[-0.341],[-0.0025],[-0.395],[-0.2002],[0.3011],[0.4125],[-0.0305],[-0.0371],[0.0424],[0.0499],[0.0441],[0.0407],[-0.026],[-0.4007],[-0.0247],[-0.3672],[-0.004],[-0.3929],[0.0174],[0.1771],[0.3735],[-0.0279],[-0.0355],[0.0541],[0.0394],[0.053],[0.0411],[-0.02],[-0.4002],[0.0232],[0.1188],[8.1724e-05],[-9.4944e-05],[0.0004],[2.3917e-05],[-0.0001],[7.5267e-05],[0.1066],[0.0002],[7.5971e-05],[0.0004],[5.5793e-05],[-5.0442e-05],[7.5196e-05],[-0.0368],[-0.0744],[0.0796],[-0.0319],[-0.0794],[-0.0812],[0.],[0.],[0.],[53.8443],[0.],[108.1067],[0.],[213.6404],[0.],[0.],[0.],[0.],27.74874930516954
[12.337],[0.9134],[0.1671],[-0.3357],[-0.0026],[-0.395],[-0.1624],[0.3457],[0.5341],[-0.0305],[-0.0366],[0.0442],[0.0489],[0.0459],[0.0388],[-0.026],[-0.4004],[-0.0247],[-0.3645],[-0.004],[-0.3924],[0.0238],[0.1572],[0.3147],[-0.0276],[-0.0355],[0.0543],[0.0386],[0.0535],[0.0397],[-0.0205],[-0.3996],[0.0234],[0.1188],[8.1944e-05],[-9.5583e-05],[0.0004],[2.3978e-05],[-0.0001],[7.5375e-05],[0.1066],[0.0002],[7.653e-05],[0.0004],[5.5936e-05],[-5.0591e-05],[7.5306e-05],[-0.0376],[-0.0737],[0.0794],[-0.0317],[-0.0796],[-0.0812],[0.],[0.],[0.],[8.9059],[0.],[109.8414],[0.],[164.157],[0.],[0.],[0.1946],[0.],27.782101167315176
[12.3503],[0.9311],[0.1624],[-0.3538],[-0.0033],[-0.3943],[-0.0653],[0.3662],[0.5974],[-0.0291],[-0.0355],[0.0497],[0.0446],[0.0504],[0.0379],[-0.0254],[-0.3999],[-0.0246],[-0.3638],[-0.004],[-0.3924],[0.0222],[0.0168],[0.3342],[-0.0276],[-0.0355],[0.0542],[0.0386],[0.0536],[0.0388],[-0.0206],[-0.3995],[0.0234],[0.1188],[8.2367e-05],[-0.0001],[0.0004],[2.3997e-05],[-0.0001],[7.5214e-05],[0.1066],[0.0002],[8.1412e-05],[0.0004],[5.5959e-05],[-5.0706e-05],[7.5147e-05],[-0.038],[-0.0732],[0.0793],[-0.0315],[-0.0798],[-0.0813],[0.],[0.],[0.],[0.],[0.],[72.7851],[66.3542],[181.0678],[4.7439],[0.],[0.9305],[0.],27.815453029460812
[12.365],[0.9555],[0.1654],[-0.3574],[-0.0037],[-0.3941],[-0.0154],[0.3658],[0.6177],[-0.0291],[-0.0354],[0.0525],[0.0416],[0.0528],[0.0377],[-0.0251],[-0.3995],[-0.0246],[-0.3628],[-0.0039],[-0.3925],[0.0173],[-0.1779],[0.3789],[-0.0277],[-0.0356],[0.0542],[0.0386],[0.0536],[0.038],[-0.0212],[-0.3995],[0.0235],[0.1188],[8.2436e-05],[-0.0001],[0.0004],[2.4029e-05],[-0.0001],[7.5244e-05],[0.1065],[0.0002],[8.1258e-05],[0.0004],[5.6037e-05],[-5.0784e-05],[7.5178e-05],[-0.0381],[-0.073],[0.0792],[-0.0317],[-0.0796],[-0.0812],[0.],[0.],[0.],[0.],[0.],[48.8847],[85.0092],[184.5519],[2.8095],[0.],[0.9096],[0.],27.84880489160645
