joint_data_pelvis_tx,joint_data_pelvis_ty,joint_data_pelvis_tilt,joint_data_hip_flexion_r,joint_data_knee_r_translation1,joint_data_knee_r_translation2,joint_data_knee_angle_r,joint_data_ankle_angle_r,joint_data_mtp_angle_r,joint_data_hamstrings_r_semimem_r-P2_x,joint_data_hamstrings_r_semimem_r-P2_y,joint_data_rect_fem_r_rect_fem_r-P3_x,joint_data_rect_fem_r_rect_fem_r-P3_y,joint_data_vasti_r_vas_int_r-P4_x,joint_data_vasti_r_vas_int_r-P4_y,joint_data_gastroc_r_med_gas_r-P2_x,joint_data_gastroc_r_med_gas_r-P2_y,joint_data_gastroc_r_med_gas_r-P2_z,joint_data_hip_flexion_l,joint_data_knee_l_translation1,joint_data_knee_l_translation2,joint_data_knee_angle_l,joint_data_ankle_angle_l,joint_data_mtp_angle_l,joint_data_hamstrings_l_semimem_l-P2_x,joint_data_hamstrings_l_semimem_l-P2_y,joint_data_rect_fem_l_rect_fem_l-P3_x,joint_data_rect_fem_l_rect_fem_l-P3_y,joint_data_vasti_l_vas_int_l-P4_x,joint_data_vasti_l_vas_int_l-P4_y,joint_data_gastroc_l_med_gas_l-P2_x,joint_data_gastroc_l_med_gas_l-P2_y,joint_data_gastroc_l_med_gas_l-P2_z,joint_data_r_shoulder_abd,joint_data_r_shoulder_rot,joint_data_r_shoulder_flex,joint_data_r_elbow_flex,joint_data_r_wrist_rot,joint_data_r_wrist_flex,joint_data_r_wrist_dev,joint_data_l_shoulder_abd,joint_data_l_shoulder_rot,joint_data_l_shoulder_flex,joint_data_l_elbow_flex,joint_data_l_wrist_rot,joint_data_l_wrist_flex,joint_data_l_wrist_dev,joint_data_iliopsoas_r_psoas_r-P3_x,joint_data_iliopsoas_r_psoas_r-P3_y,joint_data_iliopsoas_r_psoas_r-P3_z,joint_data_iliopsoas_l_psoas_l-P3_x,joint_data_iliopsoas_l_psoas_l-P3_y,joint_data_iliopsoas_l_psoas_l-P3_z,sensor_data_r_foot,sensor_data_r_toes,sensor_data_l_foot,sensor_data_l_toes,sensor_data_r_knee_sensor,sensor_data_l_knee_sensor,sensor_data_r_hip_sensor,sensor_data_l_hip_sensor,sensor_data_r_ankle_sensor,sensor_data_l_ankle_sensor,sensor_data_r_mtp_sensor,sensor_data_l_mtp_sensor,time
[46.0673],[0.9202],[0.185],[0.1023],[-0.0009],[-0.3948],[-0.361],[-0.0095],[0.017],[-0.0311],[-0.0387],[0.0328],[0.0531],[0.0302],[0.0583],[-0.0254],[-0.4025],[-0.0235],[-0.195],[0.0032],[-0.401],[-0.925],[-0.292],[0.6793],[-0.0303],[-0.0449],[0.002],[0.0562],[0.0088],[0.0491],[-0.031],[-0.4024],[0.0238],[0.1183],[-3.5711e-05],[0.0021],[0.001],[4.5552e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.5643e-05],[0.0002],[-0.0346],[-0.0751],[0.0795],[-0.0369],[-0.0734],[-0.0792],[0.],[28.503],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.6215],41.45636464702613
[46.1012],[0.9248],[0.1792],[0.036],[-0.0013],[-0.3945],[-0.3088],[0.0449],[-0.0596],[-0.0306],[-0.0379],[0.0363],[0.0516],[0.0338],[0.0561],[-0.0246],[-0.4024],[-0.0235],[-0.0587],[0.0039],[-0.4024],[-1.0359],[-0.2484],[0.6786],[-0.03],[-0.0458],[-0.0039],[0.053],[-0.0019],[0.0507],[-0.0321],[-0.4014],[0.0238],[0.1183],[-3.5885e-05],[0.0021],[0.001],[4.5578e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.5663e-05],[0.0002],[-0.0354],[-0.075],[0.0795],[-0.0357],[-0.0739],[-0.0793],[0.],[57.1287],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.5881],41.489716509171764
[46.1341],[0.9217],[0.1725],[-0.0208],[-0.0016],[-0.3942],[-0.274],[0.1227],[-0.0783],[-0.0306],[-0.0376],[0.0381],[0.051],[0.036],[0.0551],[-0.024],[-0.4022],[-0.0235],[0.0769],[0.0041],[-0.403],[-1.0772],[-0.1437],[0.6738],[-0.03],[-0.046],[-0.0039],[0.0502],[-0.0087],[0.0524],[-0.0324],[-0.4008],[0.0238],[0.1183],[-3.6062e-05],[0.0021],[0.001],[4.5603e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.5683e-05],[0.0002],[-0.0359],[-0.0748],[0.0795],[-0.0345],[-0.0742],[-0.0793],[0.],[59.0752],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.4678],41.5230683713174
[46.1676],[0.9208],[0.1698],[-0.0711],[-0.0017],[-0.394],[-0.2545],[0.167],[-0.0753],[-0.0308],[-0.0375],[0.039],[0.0508],[0.0371],[0.0546],[-0.0235],[-0.4021],[-0.0234],[0.1856],[0.0039],[-0.402],[-1.0183],[-0.0252],[0.6692],[-0.0303],[-0.0456],[0.0006],[0.0476],[-0.0153],[0.0584],[-0.0322],[-0.4007],[0.0238],[0.1183],[-3.551e-05],[0.0021],[0.001],[4.561e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.5797e-05],[0.0002],[-0.036],[-0.0749],[0.0795],[-0.0333],[-0.0743],[-0.0794],[0.],[81.3103],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.4795],41.55642023346304
[46.2034],[0.9235],[0.1747],[-0.1578],[-0.0023],[-0.3939],[-0.1817],[0.1758],[-0.0531],[-0.0308],[-0.0368],[0.0437],[0.0472],[0.0418],[0.0511],[-0.0228],[-0.4017],[-0.0234],[0.2654],[0.0034],[-0.4004],[-0.8958],[0.0353],[0.6735],[-0.0307],[-0.0447],[0.0087],[0.0466],[-0.0103],[0.0647],[-0.0314],[-0.4014],[0.0236],[0.1183],[-3.5666e-05],[0.0021],[0.001],[4.5655e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.5844e-05],[0.0002],[-0.0371],[-0.0745],[0.0794],[-0.0326],[-0.0742],[-0.0794],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.7696],41.58977209560867
[46.2392],[0.9225],[0.1778],[-0.2442],[-0.0029],[-0.3939],[-0.1067],[0.1651],[0.0489],[-0.0307],[-0.0361],[0.0485],[0.0432],[0.0463],[0.0473],[-0.0218],[-0.4012],[-0.0233],[0.3324],[0.0024],[-0.3987],[-0.7435],[0.0849],[0.683],[-0.0311],[-0.0433],[0.0182],[0.0444],[0.001],[0.0657],[-0.0302],[-0.4022],[0.0235],[0.1183],[-3.5125e-05],[0.0021],[0.001],[4.5632e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.589e-05],[0.0002],[-0.0377],[-0.0741],[0.0794],[-0.0315],[-0.0741],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.7156],41.62312395775431
[46.2782],[0.9196],[0.1884],[-0.3591],[-0.0037],[-0.3936],[0.0035],[0.1076],[0.2241],[-0.0312],[-0.0352],[0.0535],[0.0403],[0.0524],[0.0417],[-0.0206],[-0.4002],[-0.0233],[0.3383],[0.0007],[-0.3966],[-0.5233],[0.1092],[0.6915],[-0.0316],[-0.0408],[0.0295],[0.0417],[0.0179],[0.063],[-0.0278],[-0.4029],[0.0234],[0.1183],[-3.5167e-05],[0.0021],[0.001],[4.5667e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.5932e-05],[0.0002],[-0.0386],[-0.0733],[0.0793],[-0.0316],[-0.0742],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[118.962],[0.],[0.],[0.],[0.],[1.8788],41.656475819899946
[46.3102],[0.9125],[0.1729],[-0.3695],[-0.0037],[-0.3937],[-0.0284],[0.1758],[0.3272],[-0.0312],[-0.0357],[0.0527],[0.0396],[0.0515],[0.0401],[-0.0208],[-0.4],[-0.0234],[0.3575],[-0.0012],[-0.3948],[-0.2861],[0.0816],[0.7048],[-0.0316],[-0.0378],[0.0407],[0.0405],[0.0346],[0.0563],[-0.0246],[-0.4029],[0.0232],[0.1183],[-3.587e-05],[0.0021],[0.001],[4.5782e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.5985e-05],[0.0002],[-0.0383],[-0.0729],[0.0792],[-0.0314],[-0.0741],[-0.0795],[0.],[31.5649],[0.],[0.],[0.],[0.],[34.9046],[0.],[0.],[0.],[0.],[2.012],41.68982768204558
[46.3388],[0.9021],[0.1389],[-0.3616],[-0.0036],[-0.3938],[-0.0496],[0.2665],[0.3575],[-0.0317],[-0.036],[0.0509],[0.0428],[0.0494],[0.0459],[-0.0211],[-0.4001],[-0.0234],[0.3893],[-0.003],[-0.3938],[-0.0719],[0.0848],[0.7104],[-0.0303],[-0.0353],[0.0519],[0.0372],[0.0479],[0.0466],[-0.0217],[-0.4016],[0.0233],[0.1183],[-3.5944e-05],[0.0021],[0.001],[4.5835e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6036e-05],[0.0002],[-0.0373],[-0.0737],[0.0795],[-0.0311],[-0.0739],[-0.0795],[0.],[54.1838],[0.],[0.],[0.],[0.],[146.5354],[0.],[0.],[0.],[0.],[1.8484],41.72317954419122
[46.3683],[0.8919],[0.1005],[-0.3597],[-0.0036],[-0.3937],[-0.0474],[0.3101],[0.3638],[-0.0313],[-0.0359],[0.0509],[0.0428],[0.0496],[0.0455],[-0.0205],[-0.4002],[-0.0232],[0.4305],[-0.0039],[-0.3936],[0.0413],[0.1726],[0.6998],[-0.0291],[-0.0345],[0.0585],[0.0324],[0.0538],[0.0408],[-0.0205],[-0.4001],[0.0234],[0.1183],[-3.5616e-05],[0.0021],[0.001],[4.5849e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6107e-05],[0.0002],[-0.0373],[-0.0737],[0.0795],[-0.0304],[-0.0737],[-0.0795],[0.],[97.114],[0.],[0.],[0.],[45.7051],[131.0039],[0.],[0.],[0.],[0.],[1.5924],41.756531406336855
[46.4009],[0.8819],[0.0694],[-0.3576],[-0.0034],[-0.3937],[-0.0671],[0.346],[0.3472],[-0.0302],[-0.0359],[0.0499],[0.0435],[0.0486],[0.046],[-0.0208],[-0.4002],[-0.0233],[0.4525],[-0.0039],[-0.3937],[0.0279],[0.2361],[0.6915],[-0.029],[-0.035],[0.0569],[0.034],[0.0532],[0.0417],[-0.0204],[-0.3996],[0.0234],[0.1183],[-3.5071e-05],[0.0021],[0.001],[4.5827e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6166e-05],[0.0002],[-0.0382],[-0.0729],[0.0792],[-0.0297],[-0.0737],[-0.0796],[0.],[56.4366],[0.],[0.],[0.],[54.5903],[73.9213],[0.],[0.],[0.],[0.],[1.8186],41.78988326848249
[46.4395],[0.8722],[0.0536],[-0.3553],[-0.0029],[-0.3937],[-0.1334],[0.3743],[0.3609],[-0.0293],[-0.0364],[0.0465],[0.046],[0.045],[0.0488],[-0.0211],[-0.4007],[-0.0232],[0.3914],[-0.0038],[-0.3935],[0.0143],[0.1469],[0.6945],[-0.0282],[-0.0352],[0.0549],[0.0376],[0.0526],[0.0421],[-0.0203],[-0.3995],[0.0233],[0.1183],[-3.4315e-05],[0.0021],[0.001],[4.5796e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.6239e-05],[0.0002],[-0.0381],[-0.0728],[0.0792],[-0.0307],[-0.0742],[-0.0796],[0.],[5.927],[0.],[0.],[0.],[8.4895],[54.965],[0.],[11.9561],[0.],[0.],[1.7293],41.82323513062813
[46.4794],[0.871],[0.0421],[-0.3531],[-0.0023],[-0.3934],[-0.2031],[0.3332],[0.3306],[-0.0294],[-0.0371],[0.0433],[0.0469],[0.0407],[0.0519],[-0.022],[-0.4012],[-0.0233],[0.3541],[-0.0038],[-0.3931],[0.0067],[-0.052],[0.7174],[-0.0283],[-0.0353],[0.0547],[0.0372],[0.0525],[0.041],[-0.021],[-0.3995],[0.0235],[0.1183],[-3.5098e-05],[0.0021],[0.001],[4.5923e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6377e-05],[0.0002],[-0.0381],[-0.0728],[0.0792],[-0.0317],[-0.0742],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[56.91],[0.],[0.],[0.],[0.],[1.8845],41.856586992773764
[46.5212],[0.881],[0.0406],[-0.3536],[-0.0017],[-0.3937],[-0.2741],[0.2089],[0.2608],[-0.0298],[-0.0378],[0.0413],[0.0453],[0.0364],[0.0544],[-0.0234],[-0.4016],[-0.0235],[0.3639],[-0.0031],[-0.3932],[-0.0985],[-0.093],[0.7178],[-0.0289],[-0.0363],[0.0515],[0.0365],[0.0477],[0.0434],[-0.0219],[-0.4003],[0.0236],[0.1183],[-3.5055e-05],[0.0021],[0.001],[4.5944e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6467e-05],[0.0002],[-0.0381],[-0.0728],[0.0792],[-0.0315],[-0.074],[-0.0795],[0.],[27.9003],[0.],[0.],[0.],[0.],[83.2799],[0.],[0.],[0.],[0.],[1.5989],41.8899388549194
[46.57],[0.8936],[0.0676],[-0.3546],[-0.0006],[-0.395],[-0.405],[0.0143],[0.4785],[-0.0304],[-0.0391],[0.0371],[0.0442],[0.0279],[0.0589],[-0.0254],[-0.4022],[-0.0239],[0.3289],[-0.0023],[-0.3935],[-0.2071],[-0.0259],[0.6965],[-0.03],[-0.0372],[0.0467],[0.0393],[0.0406],[0.0515],[-0.0233],[-0.4011],[0.0237],[0.1183],[-3.4174e-05],[0.0021],[0.001],[4.5872e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.6537e-05],[0.0002],[-0.0381],[-0.0727],[0.0792],[-0.0312],[-0.0746],[-0.0797],[0.],[128.1933],[0.],[0.],[0.],[0.],[68.1066],[0.],[0.],[0.],[0.],[2.0353],41.923290717065036
[46.6254],[0.9039],[0.1202],[-0.3529],[0.0007],[-0.3967],[-0.5851],[-0.1878],[0.5895],[-0.0307],[-0.0413],[0.0316],[0.0428],[0.0163],[0.0617],[-0.0275],[-0.4029],[-0.024],[0.2023],[-0.0024],[-0.3937],[-0.1973],[-0.1029],[0.5558],[-0.0303],[-0.037],[0.045],[0.0435],[0.0414],[0.0504],[-0.0242],[-0.4011],[0.0239],[0.1183],[-3.3916e-05],[0.0021],[0.001],[4.5851e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.001],[0.0001],[-7.6555e-05],[0.0002],[-0.0381],[-0.0727],[0.0792],[-0.0333],[-0.0751],[-0.0796],[0.],[0.],[0.],[103.3444],[0.],[0.],[0.],[0.],[0.],[0.],[0.7885],[0.],41.95664257921067
[46.6711],[0.9102],[0.148],[-0.2936],[0.0021],[-0.3991],[-0.763],[-0.2964],[0.597],[-0.0305],[-0.0434],[0.0277],[0.0399],[0.0067],[0.0603],[-0.0294],[-0.403],[-0.0239],[0.1432],[-0.002],[-0.3943],[-0.2484],[-0.0442],[0.2861],[-0.0304],[-0.0374],[0.0415],[0.0474],[0.0387],[0.0519],[-0.0248],[-0.4015],[0.024],[0.1183],[-3.6391e-05],[0.0022],[0.001],[4.6117e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.662e-05],[0.0002],[-0.0377],[-0.0729],[0.0792],[-0.0342],[-0.075],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.8127],[0.],41.98999444135631
[46.7049],[0.9164],[0.144],[-0.1607],[0.0033],[-0.4016],[-0.9454],[-0.2684],[0.6046],[-0.03],[-0.0454],[0.0233],[0.038],[0.0008],[0.055],[-0.0311],[-0.4024],[-0.0239],[0.1045],[-0.002],[-0.3944],[-0.2484],[0.0043],[0.0543],[-0.031],[-0.0375],[0.0407],[0.0479],[0.0376],[0.0546],[-0.0252],[-0.4014],[0.0241],[0.1182],[-3.703e-05],[0.0022],[0.001],[4.6208e-05],[-0.0002],[0.0002],[0.1049],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6689e-05],[0.0002],[-0.0365],[-0.0735],[0.0792],[-0.0336],[-0.0755],[-0.0797],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.9968],[0.],42.023346303501945
[46.7386],[0.9231],[0.1432],[-0.047],[0.0039],[-0.4025],[-1.0266],[-0.1843],[0.6205],[-0.0295],[-0.0461],[0.0151],[0.0403],[-0.0127],[0.0577],[-0.0321],[-0.4013],[-0.0238],[0.0098],[-0.0026],[-0.3941],[-0.1462],[-0.0204],[0.0139],[-0.0297],[-0.036],[0.0472],[0.0427],[0.044],[0.0496],[-0.0246],[-0.4009],[0.0241],[0.1182],[-3.6973e-05],[0.0022],[0.001],[4.6221e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6729e-05],[0.0002],[-0.0356],[-0.074],[0.0793],[-0.0355],[-0.0751],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.1538],[0.],42.05669816564758
[46.7698],[0.9251],[0.1375],[0.0601],[0.0038],[-0.4019],[-0.9974],[-0.0723],[0.6325],[-0.0295],[-0.046],[0.0103],[0.0429],[-0.0182],[0.064],[-0.0321],[-0.401],[-0.0238],[-0.0277],[-0.0026],[-0.394],[-0.1412],[0.0418],[0.0857],[-0.0296],[-0.0361],[0.0505],[0.0363],[0.0445],[0.0487],[-0.0241],[-0.401],[0.024],[0.1182],[-3.7646e-05],[0.0022],[0.001],[4.63e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6765e-05],[0.0002],[-0.0347],[-0.0742],[0.0794],[-0.0359],[-0.0748],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.1893],[0.],42.09005002779322
[46.8002],[0.9247],[0.1307],[0.1621],[0.0034],[-0.4007],[-0.9121],[0.0352],[0.6437],[-0.03],[-0.0453],[0.0099],[0.0454],[-0.0123],[0.0656],[-0.0315],[-0.4014],[-0.0237],[-0.0531],[-0.0026],[-0.3941],[-0.1543],[0.0818],[0.2215],[-0.0302],[-0.0365],[0.05],[0.036],[0.0433],[0.0506],[-0.0243],[-0.4009],[0.0241],[0.1182],[-3.7183e-05],[0.0022],[0.001],[4.6291e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6834e-05],[0.0002],[-0.0334],[-0.0745],[0.0795],[-0.0359],[-0.0748],[-0.0795],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.4536],[0.],42.123401889938854
[46.8333],[0.9251],[0.1317],[0.2317],[0.0025],[-0.3988],[-0.7544],[0.0916],[0.6606],[-0.0307],[-0.0438],[0.0141],[0.048],[6.3304e-05],[0.0661],[-0.0303],[-0.4021],[-0.0236],[-0.1197],[-0.0029],[-0.394],[-0.108],[0.1016],[0.3723],[-0.0303],[-0.0361],[0.0516],[0.0362],[0.0461],[0.0482],[-0.0243],[-0.4006],[0.0241],[0.1182],[-3.7131e-05],[0.0022],[0.001],[4.6317e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6887e-05],[0.0002],[-0.0322],[-0.0747],[0.0796],[-0.0368],[-0.0745],[-0.0794],[0.],[0.],[0.],[27.9954],[0.],[0.],[0.],[0.],[0.],[0.],[1.657],[0.],42.15675375208449
[46.8663],[0.9235],[0.1296],[0.288],[0.001],[-0.3967],[-0.5563],[0.1145],[0.6782],[-0.0314],[-0.0414],[0.023],[0.0494],[0.0154],[0.0639],[-0.0282],[-0.4029],[-0.0234],[-0.1834],[-0.0033],[-0.3939],[-0.059],[0.1231],[0.4223],[-0.0304],[-0.0358],[0.0531],[0.0369],[0.0489],[0.0461],[-0.024],[-0.4003],[0.0241],[0.1182],[-3.7054e-05],[0.0022],[0.001],[4.6345e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6939e-05],[0.0002],[-0.0312],[-0.0748],[0.0798],[-0.0373],[-0.0742],[-0.0794],[0.],[0.],[0.],[92.0026],[0.],[0.],[0.],[0.],[0.],[0.],[1.7476],[0.],42.19010561423013
[46.9004],[0.9197],[0.1263],[0.3255],[-0.0008],[-0.3949],[-0.3383],[0.1232],[0.6917],[-0.0316],[-0.0386],[0.0349],[0.0483],[0.0312],[0.0581],[-0.0253],[-0.4029],[-0.0233],[-0.2574],[-0.0039],[-0.3938],[0.0117],[0.1298],[0.4069],[-0.0305],[-0.0352],[0.0552],[0.0374],[0.0526],[0.0424],[-0.0231],[-0.3999],[0.024],[0.1182],[-3.6906e-05],[0.0022],[0.001],[4.6364e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.6986e-05],[0.0002],[-0.0305],[-0.0748],[0.0798],[-0.0379],[-0.0738],[-0.0793],[0.],[0.],[0.],[150.698],[0.],[38.1872],[0.],[0.],[0.],[0.],[1.8312],[0.],42.22345747637576
[46.9352],[0.9143],[0.1223],[0.3459],[-0.0025],[-0.3938],[-0.1245],[0.1303],[0.7006],[-0.031],[-0.036],[0.047],[0.0443],[0.0448],[0.0495],[-0.0224],[-0.4019],[-0.0233],[-0.2996],[-0.0039],[-0.3938],[0.0175],[0.1682],[0.3809],[-0.0304],[-0.0353],[0.0545],[0.0388],[0.0529],[0.0421],[-0.0225],[-0.3999],[0.0239],[0.1182],[-3.6678e-05],[0.0022],[0.001],[4.6377e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.7042e-05],[0.0002],[-0.03],[-0.0749],[0.0799],[-0.0381],[-0.0734],[-0.0793],[0.],[0.],[0.],[91.8472],[0.],[29.1362],[0.],[0.],[0.],[0.],[1.8726],[0.],42.2568093385214
[46.972],[0.9071],[0.1213],[0.357],[-0.0038],[-0.3935],[0.0363],[0.1618],[0.7031],[-0.0299],[-0.0345],[0.0555],[0.0378],[0.0535],[0.0409],[-0.0205],[-0.4003],[-0.0233],[-0.3428],[-0.0039],[-0.3939],[0.0121],[0.218],[0.3647],[-0.0308],[-0.0354],[0.0537],[0.0405],[0.0526],[0.0427],[-0.022],[-0.3999],[0.0237],[0.1182],[-3.6534e-05],[0.0022],[0.001],[4.6393e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.7092e-05],[0.0002],[-0.0298],[-0.0749],[0.0799],[-0.0383],[-0.0731],[-0.0792],[0.],[0.],[0.],[81.925],[40.9782],[42.7315],[0.],[0.],[0.],[0.],[1.7892],[0.],42.290161200667036
[47.0072],[0.8975],[0.1129],[0.41],[-0.0039],[-0.3936],[0.0278],[0.1625],[0.7077],[-0.0288],[-0.0349],[0.0556],[0.0365],[0.0531],[0.0418],[-0.0203],[-0.3997],[-0.0234],[-0.3605],[-0.0037],[-0.394],[-0.0277],[0.2374],[0.4357],[-0.031],[-0.0357],[0.0519],[0.042],[0.0506],[0.0448],[-0.0219],[-0.4001],[0.0237],[0.1182],[-3.6836e-05],[0.0022],[0.0011],[4.6463e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.7146e-05],[0.0002],[-0.0295],[-0.0744],[0.0798],[-0.0383],[-0.0728],[-0.0792],[0.],[0.],[0.],[36.469],[24.9623],[0.],[0.],[96.0745],[0.],[0.],[1.9972],[0.],42.32351306281267
[47.0419],[0.8878],[0.0957],[0.4395],[-0.0037],[-0.3933],[-0.0117],[0.1857],[0.7089],[-0.0282],[-0.0355],[0.0539],[0.0378],[0.0513],[0.0432],[-0.0207],[-0.3997],[-0.0234],[-0.3585],[-0.0034],[-0.394],[-0.0878],[0.3157],[0.2142],[-0.03],[-0.0362],[0.0489],[0.0448],[0.0476],[0.0477],[-0.0221],[-0.4005],[0.0236],[0.1182],[-3.6664e-05],[0.0022],[0.0011],[4.6493e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.7212e-05],[0.0002],[-0.0308],[-0.0735],[0.0794],[-0.038],[-0.0729],[-0.0792],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[110.3907],[0.],[0.],[1.7641],[0.],42.35686492495831
[47.0788],[0.8799],[0.0798],[0.4463],[-0.0029],[-0.3934],[-0.1343],[0.1144],[0.7042],[-0.0292],[-0.0367],[0.0482],[0.0416],[0.045],[0.0483],[-0.0217],[-0.4005],[-0.0234],[-0.3563],[-0.0029],[-0.3938],[-0.1523],[0.3636],[-0.0736],[-0.0289],[-0.0365],[0.0454],[0.0472],[0.0439],[0.0501],[-0.0214],[-0.4012],[0.0232],[0.1182],[-3.6244e-05],[0.0022],[0.0011],[4.6502e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.7292e-05],[0.0002],[-0.0305],[-0.0735],[0.0795],[-0.038],[-0.0729],[-0.0792],[0.],[0.],[0.],[96.2488],[0.],[0.],[0.],[58.5795],[0.],[2.6545],[1.5233],[0.],42.390216787103945
[47.1212],[0.8749],[0.0756],[0.3982],[-0.0021],[-0.3938],[-0.2319],[-0.0216],[0.6873],[-0.0303],[-0.0376],[0.0425],[0.0462],[0.0389],[0.0531],[-0.0235],[-0.4012],[-0.0236],[-0.3542],[-0.002],[-0.3941],[-0.2517],[0.2778],[0.2817],[-0.0297],[-0.0373],[0.0399],[0.0505],[0.0382],[0.053],[-0.0229],[-0.4015],[0.0234],[0.1182],[-3.5685e-05],[0.0022],[0.001],[4.6493e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.7385e-05],[0.0002],[-0.031],[-0.0739],[0.0795],[-0.0378],[-0.0731],[-0.0793],[0.],[0.],[0.],[238.0464],[0.],[0.],[0.],[28.9292],[0.],[0.],[1.3401],[0.],42.42356864924958
[47.167],[0.881],[0.0853],[0.3668],[-0.0015],[-0.394],[-0.2998],[-0.0812],[0.6814],[-0.0304],[-0.0381],[0.0411],[0.0441],[0.0357],[0.0532],[-0.0248],[-0.4017],[-0.0239],[-0.3515],[-0.0011],[-0.3943],[-0.3722],[0.1856],[0.3625],[-0.0303],[-0.0388],[0.033],[0.0537],[0.0313],[0.0555],[-0.0242],[-0.4023],[0.0233],[0.1182],[-3.5614e-05],[0.0022],[0.001],[4.6533e-05],[-0.0002],[0.0002],[0.1048],[0.0004],[-0.0022],[0.0011],[0.0001],[-7.7506e-05],[0.0002],[-0.0315],[-0.0741],[0.0795],[-0.0381],[-0.0729],[-0.0792],[0.],[0.],[0.],[142.7655],[0.],[0.],[0.],[3.7921],[0.],[0.],[1.4343],[0.],42.45692051139522
